u,v,key,osmid,highway,lanes,maxspeed,name,oneway,reversed,length,ref,bridge,junction,tunnel,geometry
60420837,60420528,0,8072482,residential,,,Viceroy Avenue,False,False,79.62368310770155,,,,,"LINESTRING (-63.146176 46.234035, -63.147078 46.233683)"
60420837,60420100,0,8072482,residential,,,Viceroy Avenue,False,True,221.30106110452394,,,,,"LINESTRING (-63.146176 46.234035, -63.146069 46.234076, -63.145033 46.234473, -63.144612 46.234635, -63.14425 46.234768, -63.143654 46.234992)"
60420837,60421056,0,8072486,residential,,,St Clair Avenue,False,True,185.67291371444736,,,,,"LINESTRING (-63.146176 46.234035, -63.146671 46.234672, -63.146843 46.234862, -63.147582 46.235373)"
60421044,60420510,0,8072485,residential,,,Prince Charles Drive,False,True,88.66071923155981,,,,,"LINESTRING (-63.147056 46.23743, -63.146038 46.237804)"
60421044,60420528,0,8072485,residential,,,Prince Charles Drive,False,False,568.0708374816638,,,,,"LINESTRING (-63.147056 46.23743, -63.147896 46.237129, -63.148739 46.236856, -63.148921 46.236752, -63.149064 46.236645, -63.14919 46.236479, -63.149263 46.236281, -63.149246 46.236008, -63.149186 46.235782, -63.149017 46.235405, -63.148807 46.235134, -63.148601 46.234916, -63.148141 46.234662, -63.147976 46.234559, -63.147727 46.234405, -63.147521 46.234215, -63.147375 46.234066, -63.147201 46.233847, -63.147078 46.233683)"
60421044,60421049,0,8072486,residential,,,St Clair Avenue,False,False,121.83297857868871,,,,,"LINESTRING (-63.147056 46.23743, -63.146722 46.236958, -63.146688 46.236815, -63.146697 46.236631, -63.14674 46.236524, -63.146877 46.236435)"
60421049,60421491,0,8072499,residential,,,Newbery Lane,False,False,80.09116781564953,,,,,"LINESTRING (-63.146877 46.236435, -63.146459 46.235775)"
60421049,60421056,0,8072486,residential,,,St Clair Avenue,False,False,173.00420264419319,,,,,"LINESTRING (-63.146877 46.236435, -63.147272 46.23631, -63.147615 46.236198, -63.147737 46.236152, -63.147807 46.236118, -63.14788 46.236061, -63.147927 46.235987, -63.147936 46.235893, -63.147922 46.235806, -63.147895 46.235723, -63.14784 46.235628, -63.147761 46.235539, -63.147582 46.235373)"
60421049,60421044,0,8072486,residential,,,St Clair Avenue,False,True,121.83297857868871,,,,,"LINESTRING (-63.146877 46.236435, -63.14674 46.236524, -63.146697 46.236631, -63.146688 46.236815, -63.146722 46.236958, -63.147056 46.23743)"
60421056,60421491,0,8072496,residential,,,Harbour Lane,False,True,97.27178859940163,,,,,"LINESTRING (-63.147582 46.235373, -63.146459 46.235775)"
60421056,60420837,0,8072486,residential,,,St Clair Avenue,False,False,185.67291371444736,,,,,"LINESTRING (-63.147582 46.235373, -63.146843 46.234862, -63.146671 46.234672, -63.146176 46.234035)"
60421056,60421049,0,8072486,residential,,,St Clair Avenue,False,True,173.00420264419319,,,,,"LINESTRING (-63.147582 46.235373, -63.147761 46.235539, -63.14784 46.235628, -63.147895 46.235723, -63.147922 46.235806, -63.147936 46.235893, -63.147927 46.235987, -63.14788 46.236061, -63.147807 46.236118, -63.147737 46.236152, -63.147615 46.236198, -63.147272 46.23631, -63.146877 46.236435)"
60421438,60421491,0,8072496,residential,,,Harbour Lane,False,False,42.349107553738435,,,,,"LINESTRING (-63.145985 46.235966, -63.146358 46.235801, -63.146459 46.235775)"
60421491,60421056,0,8072496,residential,,,Harbour Lane,False,False,97.27178859940163,,,,,"LINESTRING (-63.146459 46.235775, -63.147582 46.235373)"
60421491,60421049,0,8072499,residential,,,Newbery Lane,False,True,80.09116781564953,,,,,"LINESTRING (-63.146459 46.235775, -63.146877 46.236435)"
60421491,60421438,0,8072496,residential,,,Harbour Lane,False,True,42.349107553738435,,,,,"LINESTRING (-63.146459 46.235775, -63.146358 46.235801, -63.145985 46.235966)"
60421652,60421751,0,197510685,residential,,,York Lane,False,False,76.99604096227333,,,,,"LINESTRING (-63.145485 46.231628, -63.144635 46.231993)"
60421652,60422290,0,197510685,residential,,,York Lane,False,True,78.10985290954305,,,,,"LINESTRING (-63.145485 46.231628, -63.146357 46.231267)"
60421652,60422826,0,8072502,residential,,,Prince Charles Drive,False,False,166.6598586420402,,,,,"LINESTRING (-63.145485 46.231628, -63.146328 46.23263, -63.146551 46.232932)"
60421750,60421751,0,8072504,residential,,,Waverly Court,False,False,84.27878102331604,,,,,"LINESTRING (-63.14522 46.232634, -63.144635 46.231993)"
60421751,60421750,0,8072504,residential,,,Waverly Court,False,True,84.27878102331604,,,,,"LINESTRING (-63.144635 46.231993, -63.14522 46.232634)"
60421751,60421652,0,197510685,residential,,,York Lane,False,True,76.99604096227333,,,,,"LINESTRING (-63.144635 46.231993, -63.145485 46.231628)"
60421751,60421829,0,197510685,residential,,,York Lane,False,False,152.09756719777772,,,,,"LINESTRING (-63.144635 46.231993, -63.143903 46.232292, -63.142933 46.232689)"
60421826,60421829,0,8072506,residential,,,Wyndwood Crescent,False,False,116.13925265381071,,,,,"LINESTRING (-63.14398 46.233083, -63.143543 46.233207, -63.143445 46.233225, -63.14327 46.233106, -63.142933 46.232689)"
60421829,60422392,0,197510685,residential,,,York Lane,False,False,78.91342913661369,,,,,"LINESTRING (-63.142933 46.232689, -63.142058 46.233059)"
60421829,60421826,0,8072506,residential,,,Wyndwood Crescent,False,True,116.1392526538107,,,,,"LINESTRING (-63.142933 46.232689, -63.14327 46.233106, -63.143445 46.233225, -63.143543 46.233207, -63.14398 46.233083)"
60421829,60421751,0,197510685,residential,,,York Lane,False,True,152.09756719777772,,,,,"LINESTRING (-63.142933 46.232689, -63.143903 46.232292, -63.144635 46.231993)"
60422290,60421652,0,197510685,residential,,,York Lane,False,False,78.10985290954305,,,,,"LINESTRING (-63.146357 46.231267, -63.145485 46.231628)"
60422290,2077405712,0,197510685,residential,,,York Lane,False,True,48.06623705008382,,,,,"LINESTRING (-63.146357 46.231267, -63.146885 46.231036)"
60422290,60419171,0,8072423,residential,,,Queen Elizabeth Drive,False,False,265.7185204941553,,,,,"LINESTRING (-63.146357 46.231267, -63.146713 46.231601, -63.147038 46.231977, -63.14733 46.232362, -63.147957 46.233148, -63.148104 46.233325)"
60422290,11000162,0,8072423,residential,,,Queen Elizabeth Drive,False,True,169.0498550584762,,,,,"LINESTRING (-63.146357 46.231267, -63.145413 46.230495, -63.144992 46.230151, -63.144937 46.230106)"
60422391,60423411,0,197510685,residential,,,York Lane,False,True,89.64546692398974,,,,,"LINESTRING (-63.139513 46.234121, -63.140507 46.233701)"
60422391,61563509,0,681512857,secondary,,,North River Road,False,False,31.768434303431405,236,,,,"LINESTRING (-63.139513 46.234121, -63.139695 46.234378)"
60422391,61563254,0,681512857,secondary,,,North River Road,False,True,54.975228364904005,236,,,,"LINESTRING (-63.139513 46.234121, -63.139198 46.233678)"
60422392,60423257,0,8072520,residential,,,Goodwill Avenue,False,False,72.07491971655863,,,,,"LINESTRING (-63.142058 46.233059, -63.141552 46.232513)"
60422392,60422761,0,8072520,residential,,,Goodwill Avenue,False,True,98.20669891627999,,,,,"LINESTRING (-63.142058 46.233059, -63.142752 46.233801)"
60422392,60423411,0,197510685,residential,,,York Lane,False,False,138.94346876583842,,,,,"LINESTRING (-63.142058 46.233059, -63.140507 46.233701)"
60422392,60421829,0,197510685,residential,,,York Lane,False,True,78.91342913661369,,,,,"LINESTRING (-63.142058 46.233059, -63.142933 46.232689)"
60422760,60422761,0,8072520,residential,,,Goodwill Avenue,False,False,86.4395736445247,,,,,"LINESTRING (-63.143283 46.234486, -63.142752 46.233801)"
60422760,60423539,0,8072522,residential,,,Admiral Street,False,False,108.05803593345934,,,,,"LINESTRING (-63.143283 46.234486, -63.142044 46.234944)"
60422760,60420100,0,8072520,residential,,,Goodwill Avenue,False,True,63.075605330496984,,,,,"LINESTRING (-63.143283 46.234486, -63.143339 46.234561, -63.143654 46.234992)"
60422760,60422826,0,8072522,residential,,,Admiral Street,False,True,312.1167963656366,,,,,"LINESTRING (-63.143283 46.234486, -63.144966 46.23392, -63.145256 46.233773, -63.145428 46.233574, -63.145564 46.233414, -63.145774 46.23324, -63.145972 46.233145, -63.146551 46.232932)"
60422761,60422392,0,8072520,residential,,,Goodwill Avenue,False,False,98.20669891627999,,,,,"LINESTRING (-63.142752 46.233801, -63.142058 46.233059)"
60422761,60422760,0,8072520,residential,,,Goodwill Avenue,False,True,86.4395736445247,,,,,"LINESTRING (-63.142752 46.233801, -63.143283 46.234486)"
60422761,60423539,0,1097035492,residential,,,Crestwood Drive South,False,True,197.09726930599368,,,,,"LINESTRING (-63.142752 46.233801, -63.141548 46.23422, -63.141498 46.234265, -63.141506 46.234334, -63.142044 46.234944)"
60422826,60420528,0,8072502,residential,,,Prince Charles Drive,False,False,92.79888148861195,,,,,"LINESTRING (-63.146551 46.232932, -63.147078 46.233683)"
60422826,60421652,0,8072502,residential,,,Prince Charles Drive,False,True,166.6598586420402,,,,,"LINESTRING (-63.146551 46.232932, -63.146328 46.23263, -63.145485 46.231628)"
60422826,60422760,0,8072522,residential,,,Admiral Street,False,False,312.11679636563656,,,,,"LINESTRING (-63.146551 46.232932, -63.145972 46.233145, -63.145774 46.23324, -63.145564 46.233414, -63.145428 46.233574, -63.145256 46.233773, -63.144966 46.23392, -63.143283 46.234486)"
60423119,4371567306,0,681512857,secondary,,,North River Road,False,True,82.74120163241743,236,,,,"LINESTRING (-63.140494 46.235485, -63.14003 46.234814)"
60423119,60423539,0,1097035491,residential,,,Admiral Street,False,True,133.62696264639462,,,,,"LINESTRING (-63.140494 46.235485, -63.142044 46.234944)"
60423119,97900223,0,681512857,secondary,,,North River Road,False,False,32.29644224797637,236,,,,"LINESTRING (-63.140494 46.235485, -63.140655 46.235712, -63.14068 46.235746)"
60423257,11000165,0,8072520,residential,,,Goodwill Avenue,False,False,92.68356392389157,,,,,"LINESTRING (-63.141552 46.232513, -63.140946 46.231793)"
60423257,60422392,0,8072520,residential,,,Goodwill Avenue,False,True,72.07491971655863,,,,,"LINESTRING (-63.141552 46.232513, -63.142058 46.233059)"
60423257,60423306,0,8072537,residential,,,Rose Moore Court,False,True,76.00949196349404,,,,,"LINESTRING (-63.141552 46.232513, -63.140708 46.232868)"
60423306,60423257,0,8072537,residential,,,Rose Moore Court,False,False,76.00949196349404,,,,,"LINESTRING (-63.140708 46.232868, -63.141552 46.232513)"
60423411,60424822,0,8072538,residential,,,Century Terrace,False,True,85.49941767498466,,,,,"LINESTRING (-63.140507 46.233701, -63.139912 46.233052)"
60423411,60422391,0,197510685,residential,,,York Lane,False,False,89.64546692398974,,,,,"LINESTRING (-63.140507 46.233701, -63.139513 46.234121)"
60423411,60422392,0,197510685,residential,,,York Lane,False,True,138.94346876583842,,,,,"LINESTRING (-63.140507 46.233701, -63.142058 46.233059)"
60423539,60422760,0,8072522,residential,,,Admiral Street,False,True,108.05803593345934,,,,,"LINESTRING (-63.142044 46.234944, -63.143283 46.234486)"
60423539,60423119,0,1097035491,residential,,,Admiral Street,False,False,133.62696264639462,,,,,"LINESTRING (-63.142044 46.234944, -63.140494 46.235485)"
60423539,60423609,0,8072541,residential,,,Crestwood Drive North,False,True,220.3367891164515,,,,,"LINESTRING (-63.142044 46.234944, -63.142516 46.235797, -63.142593 46.235823, -63.142671 46.235831, -63.143919 46.235425)"
60423539,60422761,0,1097035492,residential,,,Crestwood Drive South,False,False,197.09726930599368,,,,,"LINESTRING (-63.142044 46.234944, -63.141506 46.234334, -63.141498 46.234265, -63.141548 46.23422, -63.142752 46.233801)"
60423609,60420100,0,8072520,residential,,,Goodwill Avenue,False,False,52.30616554059597,,,,,"LINESTRING (-63.143919 46.235425, -63.143654 46.234992)"
60423609,60423676,0,8072520,residential,,,Goodwill Avenue,False,True,50.9830381593574,,,,,"LINESTRING (-63.143919 46.235425, -63.144175 46.235781, -63.144198 46.23584)"
60423609,60423539,0,8072541,residential,,,Crestwood Drive North,False,False,220.3367891164515,,,,,"LINESTRING (-63.143919 46.235425, -63.142671 46.235831, -63.142593 46.235823, -63.142516 46.235797, -63.142044 46.234944)"
60423676,60423819,0,8072543,residential,,,Sidmount Avenue,False,False,239.15067880292005,,,,,"LINESTRING (-63.144198 46.23584, -63.141389 46.236761)"
60423676,60423609,0,8072520,residential,,,Goodwill Avenue,False,False,50.9830381593574,,,,,"LINESTRING (-63.144198 46.23584, -63.144175 46.235781, -63.143919 46.235425)"
60423676,60420510,0,8072520,residential,,,Goodwill Avenue,False,True,268.4062555657531,,,,,"LINESTRING (-63.144198 46.23584, -63.144329 46.235901, -63.144783 46.236064, -63.144911 46.236158, -63.146038 46.237804)"
60423819,60423676,0,8072543,residential,,,Sidmount Avenue,False,True,239.15067880292005,,,,,"LINESTRING (-63.141389 46.236761, -63.144198 46.23584)"
60423819,61580825,0,8631939,residential,,,Highland Avenue,False,False,94.37294135032339,,,,,"LINESTRING (-63.141389 46.236761, -63.140267 46.237105)"
60423819,13457399,0,681512857,secondary,,,North River Road,False,False,87.15694474530343,236,,,,"LINESTRING (-63.141389 46.236761, -63.141856 46.237475)"
60423819,97900223,0,681512857,secondary,,,North River Road,False,True,125.386193146992,236,,,,"LINESTRING (-63.141389 46.236761, -63.14068 46.235746)"
60424167,60424589,0,8072544,residential,,,Johnson Avenue,False,False,80.19577252145784,,,,,"LINESTRING (-63.14508 46.238255, -63.144643 46.237601)"
60424167,60419185,0,8072544,residential,,,Johnson Avenue,False,True,82.09869204555322,,,,,"LINESTRING (-63.14508 46.238255, -63.145544 46.23892)"
60424167,60424430,0,8072552,residential,,,Lansdowne Avenue,False,False,183.51017026236565,,,,,"LINESTRING (-63.14508 46.238255, -63.143998 46.23859, -63.143944 46.238598, -63.143895 46.23857, -63.143382 46.237911)"
60424430,60424589,0,8072561,residential,,,Jubilee Drive,False,True,102.93139152764192,,,,,"LINESTRING (-63.143382 46.237911, -63.144643 46.237601)"
60424430,60424433,0,8072552,residential,,,Lansdowne Avenue,False,False,92.02437153683965,,,,,"LINESTRING (-63.143382 46.237911, -63.14309 46.23764, -63.142937 46.237469, -63.142753 46.23721)"
60424430,60424167,0,8072552,residential,,,Lansdowne Avenue,False,True,183.51017026236565,,,,,"LINESTRING (-63.143382 46.237911, -63.143895 46.23857, -63.143944 46.238598, -63.143998 46.23859, -63.14508 46.238255)"
60424433,13457399,0,163494374,residential,,,McGill Avenue,False,False,75.0994007265349,,,,,"LINESTRING (-63.142753 46.23721, -63.141856 46.237475)"
60424433,60424430,0,8072552,residential,,,Lansdowne Avenue,False,True,92.02437153683967,,,,,"LINESTRING (-63.142753 46.23721, -63.142937 46.237469, -63.14309 46.23764, -63.143382 46.237911)"
60424433,60424589,0,"[8072544, 163494374]",residential,,,"['McGill Avenue', 'Johnson Avenue']",False,True,208.78193758257504,,,,,"LINESTRING (-63.142753 46.23721, -63.143972 46.236823, -63.144014 46.236816, -63.14406 46.236814, -63.144092 46.23683, -63.144116 46.236847, -63.144643 46.237601)"
60424589,60424167,0,8072544,residential,,,Johnson Avenue,False,True,80.19577252145784,,,,,"LINESTRING (-63.144643 46.237601, -63.14508 46.238255)"
60424589,60424430,0,8072561,residential,,,Jubilee Drive,False,False,102.93139152764192,,,,,"LINESTRING (-63.144643 46.237601, -63.143382 46.237911)"
60424589,60424433,0,"[8072544, 163494374]",residential,,,"['Johnson Avenue', 'McGill Avenue']",False,False,208.78193758257504,,,,,"LINESTRING (-63.144643 46.237601, -63.144116 46.236847, -63.144092 46.23683, -63.14406 46.236814, -63.144014 46.236816, -63.143972 46.236823, -63.142753 46.23721)"
60424822,60423411,0,8072538,residential,,,Century Terrace,False,False,85.49941767498466,,,,,"LINESTRING (-63.139912 46.233052, -63.140507 46.233701)"
60424822,11000167,0,8072538,residential,,,Century Terrace,False,True,77.94166965808837,,,,,"LINESTRING (-63.139912 46.233052, -63.139369 46.23246)"
60424822,60425027,0,8072574,residential,,,Bungalow Place,False,False,80.37192131828562,,,,,"LINESTRING (-63.139912 46.233052, -63.139007 46.233413)"
60425027,60424822,0,8072574,residential,,,Bungalow Place,False,True,80.37192131828562,,,,,"LINESTRING (-63.139007 46.233413, -63.139912 46.233052)"
60425027,61563254,0,681512857,secondary,,,North River Road,False,False,32.89905910811065,236,,,,"LINESTRING (-63.139007 46.233413, -63.139198 46.233678)"
60425027,11000168,0,681512857,secondary,,,North River Road,False,True,76.18150637593662,236,,,,"LINESTRING (-63.139007 46.233413, -63.138564 46.2328)"
60425147,60425149,0,8072577,residential,,,Queen Elizabeth Drive,False,False,98.10944412729128,,,,,"LINESTRING (-63.150079 46.238345, -63.150053 46.237522, -63.150015 46.237469)"
60425149,60419175,0,8072423,residential,,,Queen Elizabeth Drive,False,True,323.06951402216083,,,,,"LINESTRING (-63.150015 46.237469, -63.150153 46.237298, -63.150269 46.237122, -63.150395 46.236925, -63.150469 46.236762, -63.150512 46.236615, -63.150531 46.23642, -63.150475 46.235981, -63.150381 46.235445, -63.150321 46.235199, -63.150239 46.234979, -63.150041 46.234682)"
60425149,60425147,0,8072577,residential,,,Queen Elizabeth Drive,False,True,98.10944412729128,,,,,"LINESTRING (-63.150015 46.237469, -63.150053 46.237522, -63.150079 46.238345)"
60425149,60419184,0,8072578,residential,,,Charlotte Drive,False,False,291.9189700160577,,,,,"LINESTRING (-63.150015 46.237469, -63.14967 46.23758, -63.147852 46.238152, -63.146569 46.23857)"
60426410,60419175,0,8072598,residential,,,Devon Court,False,True,80.83552878188438,,,,,"LINESTRING (-63.150284 46.234078, -63.150405 46.234351, -63.150404 46.234444, -63.150314 46.234532, -63.150041 46.234682)"
60428613,61520481,0,163494377,secondary,,,North River Road,False,False,53.44642602011731,236,,,,"LINESTRING (-63.144411 46.24232, -63.144731 46.242747)"
60428613,218857502,0,2513062,tertiary,,,Kirkwood Drive,False,False,75.57188916031716,,,,,"LINESTRING (-63.144411 46.24232, -63.144366 46.242334, -63.143516 46.242602)"
60428613,61523311,0,163494377,secondary,,,North River Road,False,True,28.412649987372916,236,,,,"LINESTRING (-63.144411 46.24232, -63.144362 46.242265, -63.144258 46.242088)"
61518178,60419185,0,8072578,residential,,,Charlotte Drive,False,False,43.87704307761066,,,,,"LINESTRING (-63.146053 46.238742, -63.145544 46.23892)"
61518178,60419184,0,8072578,residential,,,Charlotte Drive,False,True,44.06428376439214,,,,,"LINESTRING (-63.146053 46.238742, -63.146569 46.23857)"
61518178,61519263,0,8625119,residential,,,Edinburgh Drive,False,False,94.23501210025331,,,,,"LINESTRING (-63.146053 46.238742, -63.146603 46.239499)"
61519263,61518178,0,8625119,residential,,,Edinburgh Drive,False,True,94.23501210025331,,,,,"LINESTRING (-63.146603 46.239499, -63.146053 46.238742)"
61519263,61521259,0,8625119,residential,,,Edinburgh Drive,False,False,86.79706563412569,,,,,"LINESTRING (-63.146603 46.239499, -63.146703 46.239659, -63.146792 46.239831, -63.146963 46.240238)"
61519263,61522367,0,849326046,residential,,,Inkerman Drive,False,False,340.08671523118744,,,,,"LINESTRING (-63.146603 46.239499, -63.147038 46.239395, -63.147234 46.239397, -63.147547 46.239442, -63.147851 46.239527, -63.148136 46.239644, -63.148336 46.239734, -63.14843 46.239835, -63.148466 46.239958, -63.148459 46.240086, -63.148395 46.240179, -63.148321 46.240325, -63.148337 46.240479, -63.148868 46.241384)"
61519263,7924035923,0,849326047,residential,1,30,Inkerman Drive,True,False,167.98465561828166,,,,,"LINESTRING (-63.146603 46.239499, -63.146407 46.239508, -63.144607 46.240092)"
61519267,61528439,0,8625119,residential,,,Edinburgh Drive,False,False,82.64053820987304,,,,,"LINESTRING (-63.147711 46.241755, -63.148113 46.242444)"
61519267,10045327327,0,8625122,residential,,,Colonel Gray Drive,False,False,36.23224465725946,,,,,"LINESTRING (-63.147711 46.241755, -63.148138 46.241618)"
61519267,61520481,0,8625122,residential,,,Colonel Gray Drive,False,True,254.32040214075658,,,,,"LINESTRING (-63.147711 46.241755, -63.144731 46.242747)"
61519267,61522900,0,8625119,residential,,,Edinburgh Drive,False,True,97.10796377040498,,,,,"LINESTRING (-63.147711 46.241755, -63.147476 46.241385, -63.147242 46.240945)"
61519269,61519271,0,8625119,residential,,,Edinburgh Drive,False,False,47.017633000940876,,,,,"LINESTRING (-63.148313 46.242888, -63.14834 46.243065, -63.148354 46.24331)"
61519269,61528439,0,8625119,residential,,,Edinburgh Drive,False,True,51.66553746879825,,,,,"LINESTRING (-63.148313 46.242888, -63.148219 46.242655, -63.148113 46.242444)"
61519269,61524490,0,8625340,residential,,,Brittany Drive,False,False,162.68502502762666,,,,,"LINESTRING (-63.148313 46.242888, -63.149223 46.242634, -63.149335 46.242638, -63.149438 46.242677, -63.150024 46.243153)"
61519271,61523633,0,8625312,residential,,,Berkeley Way,False,False,60.02248053301232,,,,,"LINESTRING (-63.148354 46.24331, -63.147617 46.243487)"
61519271,2296344253,0,8625119,residential,,,Edinburgh Drive,False,False,36.241364929155814,,,,,"LINESTRING (-63.148354 46.24331, -63.148378 46.243474, -63.148418 46.243632)"
61519271,61519269,0,8625119,residential,,,Edinburgh Drive,False,True,47.017633000940876,,,,,"LINESTRING (-63.148354 46.24331, -63.14834 46.243065, -63.148313 46.242888)"
61519275,61530552,0,8625119,residential,,,Edinburgh Drive,False,False,56.47531930422144,,,,,"LINESTRING (-63.148558 46.243996, -63.148866 46.244457)"
61519275,2296344253,0,8625119,residential,,,Edinburgh Drive,False,True,41.9762544796682,,,,,"LINESTRING (-63.148558 46.243996, -63.148447 46.243747, -63.148418 46.243632)"
61519275,61528439,0,8625770,residential,,,Westwood Crescent,False,True,441.8855929560033,,,,,"LINESTRING (-63.148558 46.243996, -63.14714 46.24443, -63.147079 46.244425, -63.147033 46.244403, -63.146301 46.243148, -63.146328 46.24308, -63.146413 46.243011, -63.148113 46.242444)"
61519276,61530552,0,8625119,residential,,,Edinburgh Drive,False,True,24.493082057156755,,,,,"LINESTRING (-63.148988 46.244661, -63.148866 46.244457)"
61519276,61533586,0,463517141,residential,2,40,Nassau Street,False,False,113.85769277902736,,,,,"LINESTRING (-63.148988 46.244661, -63.147648 46.245097)"
61519276,61526359,0,849326049,residential,,,Edinburgh Drive,False,False,65.0256349436098,,,,,"LINESTRING (-63.148988 46.244661, -63.149274 46.245211)"
61520481,61519267,0,8625122,residential,,,Colonel Gray Drive,False,False,254.32040214075658,,,,,"LINESTRING (-63.144731 46.242747, -63.147711 46.241755)"
61520481,218866029,0,163494377,secondary,,,North River Road,False,False,91.76488387741195,236,,,,"LINESTRING (-63.144731 46.242747, -63.145169 46.243514)"
61520481,60428613,0,163494377,secondary,,,North River Road,False,True,53.44642602011731,236,,,,"LINESTRING (-63.144731 46.242747, -63.144411 46.24232)"
61520939,61523113,0,8625122,residential,,,Colonel Gray Drive,False,True,45.237567114500735,,,,,"LINESTRING (-63.149854 46.241076, -63.149324 46.241233, -63.149314 46.241236)"
61521259,61522900,0,8625119,residential,,,Edinburgh Drive,False,False,81.49980994704033,,,,,"LINESTRING (-63.146963 46.240238, -63.147242 46.240945)"
61521259,61521484,0,8625123,residential,,,Orchard Court,False,False,78.44966051777487,,,,,"LINESTRING (-63.146963 46.240238, -63.146028 46.24052)"
61521259,61519263,0,8625119,residential,,,Edinburgh Drive,False,True,86.79706563412569,,,,,"LINESTRING (-63.146963 46.240238, -63.146792 46.239831, -63.146703 46.239659, -63.146603 46.239499)"
61521484,61521259,0,8625123,residential,,,Orchard Court,False,True,78.44966051777487,,,,,"LINESTRING (-63.146028 46.24052, -63.146963 46.240238)"
61521678,2098679266,0,163494377,secondary,,,North River Road,False,True,48.50592852715725,236,,,,"LINESTRING (-63.14333 46.240556, -63.143086 46.240153)"
61521678,61522537,0,8625145,residential,1,30,Inkerman Drive,True,False,111.36537139382277,,,,,"LINESTRING (-63.14333 46.240556, -63.143523 46.240544, -63.144661 46.240179)"
61521678,61523311,0,163494377,secondary,,,North River Road,False,False,184.76686686687702,236,,,,"LINESTRING (-63.14333 46.240556, -63.143447 46.240755, -63.143457 46.240772, -63.144258 46.242088)"
61522367,61523113,0,8625122,residential,,,Colonel Gray Drive,False,False,38.02733557445709,,,,,"LINESTRING (-63.148868 46.241384, -63.149314 46.241236)"
61522367,10045327327,0,8625122,residential,,,Colonel Gray Drive,False,True,61.860846928817615,,,,,"LINESTRING (-63.148868 46.241384, -63.148138 46.241618)"
61522367,61519263,0,849326046,residential,,,Inkerman Drive,False,True,340.08671523118744,,,,,"LINESTRING (-63.148868 46.241384, -63.148337 46.240479, -63.148321 46.240325, -63.148395 46.240179, -63.148459 46.240086, -63.148466 46.239958, -63.14843 46.239835, -63.148336 46.239734, -63.148136 46.239644, -63.147851 46.239527, -63.147547 46.239442, -63.147234 46.239397, -63.147038 46.239395, -63.146603 46.239499)"
61522537,7924035923,0,8625239,residential,,,Smallwood Crescent,False,True,10.531883314000769,,,,,"LINESTRING (-63.144661 46.240179, -63.144607 46.240092)"
61522537,61519263,0,8625145,residential,1,30,Inkerman Drive,True,False,168.3553915716217,,,,,"LINESTRING (-63.144661 46.240179, -63.146452 46.239605, -63.146603 46.239499)"
61522537,61522900,0,8625239,residential,,,Smallwood Crescent,False,False,310.0768309863761,,,,,"LINESTRING (-63.144661 46.240179, -63.145458 46.241504, -63.147242 46.240945)"
61522900,61521259,0,8625119,residential,,,Edinburgh Drive,False,True,81.49980994704033,,,,,"LINESTRING (-63.147242 46.240945, -63.146963 46.240238)"
61522900,61519267,0,8625119,residential,,,Edinburgh Drive,False,False,97.10796377040498,,,,,"LINESTRING (-63.147242 46.240945, -63.147476 46.241385, -63.147711 46.241755)"
61522900,61522537,0,8625239,residential,,,Smallwood Crescent,False,True,310.0768309863761,,,,,"LINESTRING (-63.147242 46.240945, -63.145458 46.241504, -63.144661 46.240179)"
61523113,61522367,0,8625122,residential,,,Colonel Gray Drive,False,True,38.02733557445709,,,,,"LINESTRING (-63.149314 46.241236, -63.148868 46.241384)"
61523113,61523243,0,8625310,residential,,,Malahu Drive,False,False,81.19430635481359,,,,,"LINESTRING (-63.149314 46.241236, -63.149296 46.240506)"
61523113,61520939,0,8625122,residential,,,Colonel Gray Drive,False,False,45.237567114500735,,,,,"LINESTRING (-63.149314 46.241236, -63.149324 46.241233, -63.149854 46.241076)"
61523243,61523113,0,8625310,residential,,,Malahu Drive,False,True,81.19430635481359,,,,,"LINESTRING (-63.149296 46.240506, -63.149314 46.241236)"
61523311,61523404,0,8625311,residential,,,Redwood Lane,False,False,62.00103843808779,,,,,"LINESTRING (-63.144258 46.242088, -63.145004 46.241877)"
61523311,60428613,0,163494377,secondary,,,North River Road,False,False,28.412649987372916,236,,,,"LINESTRING (-63.144258 46.242088, -63.144362 46.242265, -63.144411 46.24232)"
61523311,61521678,0,163494377,secondary,,,North River Road,False,True,184.76686686687705,236,,,,"LINESTRING (-63.144258 46.242088, -63.143457 46.240772, -63.143447 46.240755, -63.14333 46.240556)"
61523404,61523311,0,8625311,residential,,,Redwood Lane,False,True,62.00103843808779,,,,,"LINESTRING (-63.145004 46.241877, -63.144258 46.242088)"
61523633,61519271,0,8625312,residential,,,Berkeley Way,False,True,60.02248053301232,,,,,"LINESTRING (-63.147617 46.243487, -63.148354 46.24331)"
61524059,61528056,0,8625313,residential,,,Maplewood Crescent,False,False,87.54228112490347,,,,,"LINESTRING (-63.151127 46.244648, -63.151781 46.245293)"
61524059,61526359,0,8625313,residential,,,Maplewood Crescent,False,True,155.5987486502499,,,,,"LINESTRING (-63.151127 46.244648, -63.149274 46.245211)"
61524059,61524491,0,8625340,residential,,,Brittany Drive,False,True,87.13103393573664,,,,,"LINESTRING (-63.151127 46.244648, -63.150833 46.244056, -63.150744 46.243911)"
61524490,2296344253,0,220521524,residential,,,Strathmore Lane,False,True,134.5055888034428,,,,,"LINESTRING (-63.150024 46.243153, -63.148418 46.243632)"
