u,v,key,osmid,highway,lanes,maxspeed,name,oneway,reversed,length,ref,bridge,junction,tunnel,geometry
1693633725,1693633648,0,157136906,residential,,,Davids Lane,False,False,104.62929335848303,,,,,"LINESTRING (-63.109213 46.262026, -63.109149 46.261854, -63.109068 46.261636, -63.1089 46.261165, -63.108881 46.261114)"
1693633725,1693634425,0,744186241,residential,,,Bolger Drive,False,False,272.7594431413137,,,,,"LINESTRING (-63.109213 46.262026, -63.109368 46.262, -63.109862 46.261918, -63.109903 46.261911, -63.110183 46.261864, -63.11047 46.261816, -63.110531 46.261806, -63.110664 46.261784, -63.111091 46.261712, -63.111395 46.261662, -63.111648 46.261619, -63.111788 46.261596, -63.111984 46.261627, -63.112044 46.261636, -63.11245 46.261702, -63.112664 46.261737)"
1693633725,1693633634,0,744186241,residential,,,Bolger Drive,False,True,168.2478871923882,,,,,"LINESTRING (-63.109213 46.262026, -63.108988 46.262071, -63.108666 46.262135, -63.108618 46.262144, -63.108396 46.262188, -63.108271 46.262213, -63.107887 46.26229, -63.10765 46.262337, -63.107458 46.262375, -63.107347 46.262397, -63.10711 46.262444)"
1693633726,1693634066,0,157136816,residential,,,MacRae Drive,False,True,305.78256780924056,,,,,"LINESTRING (-63.106715 46.274576, -63.106835 46.274694, -63.106943 46.274815, -63.107143 46.275109, -63.107538 46.275697, -63.108467 46.277042)"
1693633726,7932351817,0,1019292192,primary,2,60,St Peters Road,True,False,72.27831212746395,,,,,"LINESTRING (-63.106715 46.274576, -63.106823 46.27448, -63.10702 46.274309, -63.10717 46.274196, -63.10738 46.274136)"
1693633738,2099122685,0,28327717,residential,,,Beasley Avenue,False,False,112.17082153269574,,,,,"LINESTRING (-63.121075 46.248681, -63.119635 46.248519)"
1693633738,311074756,0,28327717,residential,,,Beasley Avenue,False,True,116.06202414169951,,,,,"LINESTRING (-63.121075 46.248681, -63.12126 46.248703, -63.12152 46.248735, -63.122116 46.248807, -63.122562 46.248862)"
1693633738,1693633848,0,157136754,residential,,,First Street,False,False,117.55176725914373,,,,,"LINESTRING (-63.121075 46.248681, -63.121081 46.248662, -63.121262 46.248046, -63.121381 46.247645)"
1693633747,1693634237,0,157136844,residential,,,Lloyd Crescent,False,False,66.22225376017536,,,,,"LINESTRING (-63.117378 46.252813, -63.117547 46.252229)"
1693633770,1693634382,0,28967952,residential,,,Brows Lane,False,False,133.7850441859269,,,,,"LINESTRING (-63.114122 46.262717, -63.113853 46.26267, -63.113605 46.262626, -63.113017 46.262523, -63.11256 46.262443, -63.112435 46.262421)"
1693633770,318528162,0,28967952,residential,,,Brows Lane,False,True,98.33284911853437,,,,,"LINESTRING (-63.114122 46.262717, -63.114412 46.262766, -63.114961 46.26286, -63.115364 46.262928)"
1693633770,1693634261,0,157136961,residential,,,Wedgewood Avenue,False,False,182.5384482903562,,,,,"LINESTRING (-63.114122 46.262717, -63.114378 46.261892, -63.114442 46.261696, -63.114508 46.261482, -63.114624 46.261112)"
1693633773,1693633831,0,390626830,residential,,,Laurie Drive,False,True,80.54152185972009,,,,,"LINESTRING (-63.116779 46.256739, -63.116605 46.257453)"
1693633773,1693633831,1,157136806,residential,,,Lions Crescent,False,True,193.82684516539308,,,,,"LINESTRING (-63.116779 46.256739, -63.117357 46.256848, -63.117493 46.256897, -63.117588 46.256972, -63.117638 46.257041, -63.117655 46.257145, -63.117634 46.257243, -63.117576 46.257344, -63.117496 46.257407, -63.117376 46.257473, -63.117201 46.257511, -63.116889 46.257496, -63.116605 46.257453)"
1693633773,1693633824,0,390626829,residential,,,Laurie Drive,False,False,154.4540157414118,,,,,"LINESTRING (-63.116779 46.256739, -63.11679 46.256694, -63.116842 46.256486, -63.116894 46.256278, -63.116945 46.256074, -63.116997 46.255867, -63.117111 46.25541, -63.117122 46.25537)"
1693633792,1693634305,0,157136939,residential,,,Avonlea Drive,False,False,107.19173466122754,,,,,"LINESTRING (-63.105469 46.278023, -63.106729 46.277611)"
1693633792,1693634092,0,200085698,residential,,,Darrach Street,False,False,75.15943414924743,,,,,"LINESTRING (-63.105469 46.278023, -63.105883 46.278636)"
1693633792,1693633677,0,"[157136801, 200085698]",residential,,,"['Darrach Street', 'Ingleside Drive']",False,True,376.7577960422631,,,,,"LINESTRING (-63.105469 46.278023, -63.105061 46.277541, -63.105007 46.277322, -63.10578 46.276718, -63.105877 46.276629, -63.106488 46.276422, -63.106649 46.276424, -63.106756 46.276476, -63.107405 46.277389)"
1693633793,1693634432,0,157136783,residential,,,Sunrise Court,False,False,147.78791280582192,,,,,"LINESTRING (-63.104358 46.26506, -63.104139 46.264578, -63.104095 46.264454, -63.104117 46.264318, -63.104278 46.264222, -63.104514 46.264185, -63.104868 46.264185)"
1693633793,1693633599,0,157136865,residential,,,Westridge Crescent,False,False,247.84785588728516,,,,,"LINESTRING (-63.104358 46.26506, -63.106317 46.264682, -63.106563 46.264603, -63.106799 46.264437, -63.107069 46.26408)"
1693633793,312757269,0,157136865,residential,,,Westridge Crescent,False,True,285.1024972512566,,,,,"LINESTRING (-63.104358 46.26506, -63.103796 46.265169, -63.102121 46.265493, -63.101821 46.265624, -63.10165 46.265757, -63.101606 46.265893, -63.1016 46.265938, -63.101585 46.266049, -63.101657 46.266282)"
1693633806,1693634003,0,157136721,residential,,,Tara Heights,False,False,36.29781385287951,,,,,"LINESTRING (-63.104578 46.28116, -63.104369 46.280867)"
1693633808,1693633955,0,157136721,residential,,,Tara Heights,False,False,55.514232112548186,,,,,"LINESTRING (-63.103719 46.279906, -63.103429 46.279449)"
1693633808,1693634003,0,157136721,residential,,,Tara Heights,False,True,117.9475536952165,,,,,"LINESTRING (-63.103719 46.279906, -63.104369 46.280867)"
1693633808,1693633852,0,"[157136936, 1182478934, 200085751]",residential,,,"['Pearson Street', 'Hanover Street', 'Miller Street']",False,False,333.2862986342213,,,,,"LINESTRING (-63.103719 46.279906, -63.101532 46.280596, -63.101414 46.280582, -63.101328 46.280515, -63.101263 46.280352, -63.101317 46.280263, -63.102165 46.279583)"
1693633811,1693634258,0,157136735,residential,,,Glenview Lane,False,True,80.99793861987553,,,,,"LINESTRING (-63.107421 46.270321, -63.106628 46.2708)"
1693633811,1693633647,0,157136851,residential,,,Andrews Court,False,False,340.13140062260425,,,,,"LINESTRING (-63.107421 46.270321, -63.107003 46.269992, -63.10696 46.269868, -63.106992 46.26972, -63.107186 46.269354, -63.107336 46.269221, -63.107518 46.269186, -63.107722 46.269191, -63.107904 46.269287, -63.10858 46.269666, -63.109213 46.269918, -63.109557 46.269992)"
1693633811,1693633647,1,157136851,residential,,,Andrews Court,False,True,238.23423013002315,,,,,"LINESTRING (-63.107421 46.270321, -63.108076 46.270796, -63.108377 46.270874, -63.108666 46.270833, -63.108955 46.270677, -63.109266 46.27041, -63.109557 46.269992)"
1693633820,1693634134,0,157136893,residential,,,Templar Avenue,False,False,80.9767937464903,,,,,"LINESTRING (-63.11331 46.264458, -63.113537 46.263747)"
1693633820,1693633828,0,157136756,residential,,,Birchmount Drive,False,False,209.83197797438498,,,,,"LINESTRING (-63.11331 46.264458, -63.114036 46.264572, -63.11433 46.264618, -63.114603 46.26466, -63.114916 46.264709, -63.115194 46.264753, -63.115486 46.264798, -63.115826 46.264852, -63.115973 46.264874)"
1693633820,1693634338,0,157136893,residential,,,Templar Avenue,False,True,142.7899146098865,,,,,"LINESTRING (-63.11331 46.264458, -63.11315 46.264959, -63.113172 46.265144, -63.113279 46.265255, -63.11343 46.265312, -63.113596 46.265338, -63.11367 46.265349, -63.1139 46.265385)"
1693633824,1693634253,0,390626848,residential,,,Woodward Drive,False,False,80.08353609698761,,,,,"LINESTRING (-63.117122 46.25537, -63.116103 46.25522)"
1693633824,12953612,0,40593851,residential,,,Woodward Drive,False,True,245.58019056488126,,,,,"LINESTRING (-63.117122 46.25537, -63.11781 46.255473, -63.11944 46.255716, -63.120244 46.255836)"
1693633824,1693633773,0,390626829,residential,,,Laurie Drive,False,True,154.4540157414118,,,,,"LINESTRING (-63.117122 46.25537, -63.117111 46.25541, -63.116997 46.255867, -63.116945 46.256074, -63.116894 46.256278, -63.116842 46.256486, -63.11679 46.256694, -63.116779 46.256739)"
1693633827,312757272,0,157136831,residential,,,Wilmont Lane,False,False,102.90852537310136,,,,,"LINESTRING (-63.103484 46.267693, -63.103341 46.267262, -63.103185 46.266791)"
1693633827,2100720807,0,"[157136707, 515525606]","['tertiary', 'residential']",,,"['Hunter Lane', 'Northridge Parkway']",False,False,279.1051593778628,,,,,"LINESTRING (-63.103484 46.267693, -63.101279 46.268113, -63.101139 46.267953, -63.101016 46.267706, -63.100825 46.267244)"
1693633827,312757248,0,515525606,tertiary,,,Northridge Parkway,False,True,264.7111959133098,,,,,"LINESTRING (-63.103484 46.267693, -63.103946 46.267634, -63.104611 46.267589, -63.105169 46.267589, -63.105662 46.267644, -63.106188 46.2677, -63.106866 46.26786)"
1693633828,1693633820,0,157136756,residential,,,Birchmount Drive,False,True,209.83197797438498,,,,,"LINESTRING (-63.115973 46.264874, -63.115826 46.264852, -63.115486 46.264798, -63.115194 46.264753, -63.114916 46.264709, -63.114603 46.26466, -63.11433 46.264618, -63.114036 46.264572, -63.11331 46.264458)"
1693633828,318528181,0,157136871,residential,,,MacArthur Drive,False,False,78.82775727526541,,,,,"LINESTRING (-63.115973 46.264874, -63.115986 46.264834, -63.116094 46.264513, -63.116205 46.264184)"
1693633828,1693634125,0,157136871,residential,,,MacArthur Drive,False,True,91.38091052439762,,,,,"LINESTRING (-63.115973 46.264874, -63.11584 46.265322, -63.11579 46.265493, -63.11572 46.265677)"
1693633831,1693633773,0,390626830,residential,,,Laurie Drive,False,False,80.54152185972009,,,,,"LINESTRING (-63.116605 46.257453, -63.116779 46.256739)"
1693633831,1693633773,1,157136806,residential,,,Lions Crescent,False,False,193.82684516539302,,,,,"LINESTRING (-63.116605 46.257453, -63.116889 46.257496, -63.117201 46.257511, -63.117376 46.257473, -63.117496 46.257407, -63.117576 46.257344, -63.117634 46.257243, -63.117655 46.257145, -63.117638 46.257041, -63.117588 46.256972, -63.117493 46.256897, -63.117357 46.256848, -63.116779 46.256739)"
1693633831,1693633665,0,"[157136807, 157136951]",residential,,,"['Laurie Drive', 'Donwood Drive']",False,"[False, True]",93.99754979698739,,,,,"LINESTRING (-63.116605 46.257453, -63.116514 46.257804, -63.116477 46.257946, -63.115983 46.257902)"
1693633835,318528163,0,157136772,residential,,,Henri Blanchard Drive,False,False,107.97746557971136,,,,,"LINESTRING (-63.11103 46.262623, -63.111896 46.262471, -63.112021 46.262468, -63.112217 46.262486, -63.112392 46.262534)"
1693633835,1693633681,0,157136772,residential,,,Henri Blanchard Drive,False,True,201.99481448306744,,,,,"LINESTRING (-63.11103 46.262623, -63.110502 46.262721, -63.110152 46.262786, -63.109874 46.262838, -63.10917 46.262968, -63.109118 46.262983, -63.108946 46.26303, -63.108838 46.263087, -63.108731 46.26319, -63.108648 46.26327)"
1693633835,1693633681,1,"[157136953, 157136940]",residential,,,Callbeck Crescent,False,"[False, True]",321.8760031566576,,,,,"LINESTRING (-63.11103 46.262623, -63.11103 46.262926, -63.111016 46.263005, -63.110921 46.263305, -63.110889 46.263406, -63.110818 46.263628, -63.11074 46.263876, -63.11069 46.263917, -63.110617 46.263933, -63.110377 46.263852, -63.11009 46.263756, -63.109792 46.263655, -63.109654 46.263608, -63.109081 46.263415, -63.108648 46.26327)"
1693633840,1693634092,0,200085698,residential,,,Darrach Street,False,True,175.2458585311024,,,,,"LINESTRING (-63.106847 46.280064, -63.105883 46.278636)"
1693633840,11211491510,0,"[157136898, 200085668]",residential,,,"['Angus Drive', 'Croker Street']",False,False,275.7172335183472,,,,,"LINESTRING (-63.106847 46.280064, -63.105737 46.280426, -63.105608 46.280426, -63.105512 46.280374, -63.104655 46.279042)"
1693633840,1693634305,0,157136898,residential,,,Croker Street,False,True,405.1979111939788,,,,,"LINESTRING (-63.106847 46.280064, -63.10814 46.279642, -63.108312 46.279573, -63.108462 46.279403, -63.108495 46.279254, -63.108452 46.279113, -63.108366 46.279024, -63.108194 46.27895, -63.107829 46.278898, -63.107679 46.278846, -63.107561 46.27876, -63.106729 46.277611)"
1693633848,1693634310,0,157136754,residential,,,First Street,False,False,94.19494040728493,,,,,"LINESTRING (-63.121381 46.247645, -63.121629 46.246816)"
1693633848,2099122681,0,28326124,residential,,,Linden Avenue,False,False,114.47478327960428,,,,,"LINESTRING (-63.121381 46.247645, -63.120666 46.24756, -63.119914 46.247469)"
1693633848,311074765,0,28326124,residential,,,Linden Avenue,False,True,118.38108087100728,,,,,"LINESTRING (-63.121381 46.247645, -63.121904 46.247707, -63.122133 46.247734, -63.122747 46.247807, -63.122898 46.247826)"
1693633848,1693633738,0,157136754,residential,,,First Street,False,True,117.55176725914373,,,,,"LINESTRING (-63.121381 46.247645, -63.121262 46.248046, -63.121081 46.248662, -63.121075 46.248681)"
1693633852,9041014171,0,157136796,residential,,,Woodleigh Drive,False,False,102.32720697422242,,,,,"LINESTRING (-63.102165 46.279583, -63.101242 46.27902, -63.101166 46.278974)"
1693633852,1693633955,0,"[157136721, 200085751]",residential,,,"['Tara Heights', 'Miller Street']",False,"[False, True]",157.94219162015776,,,,,"LINESTRING (-63.102165 46.279583, -63.102951 46.278987, -63.10308 46.278992, -63.103171 46.279044, -63.103429 46.279449)"
1693633852,1693633808,0,"[157136936, 1182478934, 200085751]",residential,,,"['Pearson Street', 'Hanover Street', 'Miller Street']",False,True,333.28629863422134,,,,,"LINESTRING (-63.102165 46.279583, -63.101317 46.280263, -63.101263 46.280352, -63.101328 46.280515, -63.101414 46.280582, -63.101532 46.280596, -63.103719 46.279906)"
1693633865,318528874,0,28967969,residential,,,Gordon Drive,False,False,145.15795145381261,,,,,"LINESTRING (-63.115328 46.259568, -63.114856 46.259496, -63.113596 46.259301, -63.113485 46.259284)"
1693633865,318528872,0,28967969,residential,,,Gordon Drive,False,True,277.9441496826617,,,,,"LINESTRING (-63.115328 46.259568, -63.116233 46.259708, -63.11658 46.259762, -63.116816 46.259798, -63.117173 46.259853, -63.117435 46.259894, -63.117588 46.259917, -63.11874 46.26007, -63.118864 46.260086)"
1693633865,1693634215,0,157136760,residential,,,Wedgewood Avenue,False,True,179.22570693706962,,,,,"LINESTRING (-63.115328 46.259568, -63.115319 46.259594, -63.11519 46.259964, -63.115123 46.260159, -63.115095 46.260239, -63.115047 46.260378, -63.115041 46.260394, -63.115018 46.260461, -63.114959 46.260631, -63.114934 46.260701, -63.114856 46.260927, -63.114801 46.261085, -63.114784 46.261136)"
1693633878,10980747981,0,157136816,residential,,,MacRae Drive,False,False,187.26976069717793,,,,,"LINESTRING (-63.119341 46.293037, -63.118331 46.291504)"
1693633955,1693633808,0,157136721,residential,,,Tara Heights,False,True,55.514232112548186,,,,,"LINESTRING (-63.103429 46.279449, -63.103719 46.279906)"
1693633955,11211491510,0,157136728,residential,,,Short Street,False,True,104.57807582077926,,,,,"LINESTRING (-63.103429 46.279449, -63.104655 46.279042)"
1693633955,1693633852,0,"[157136721, 200085751]",residential,,,"['Tara Heights', 'Miller Street']",False,"[False, True]",157.94219162015776,,,,,"LINESTRING (-63.103429 46.279449, -63.103171 46.279044, -63.10308 46.278992, -63.102951 46.278987, -63.102165 46.279583)"
1693633969,1693633724,0,157136808,residential,,,Parkdale Crescent,False,False,60.1777917510805,,,,,"LINESTRING (-63.116359 46.252635, -63.116521 46.252105)"
1693634003,1693633808,0,157136721,residential,,,Tara Heights,False,False,117.9475536952165,,,,,"LINESTRING (-63.104369 46.280867, -63.103719 46.279906)"
1693634003,1693633806,0,157136721,residential,,,Tara Heights,False,True,36.29781385287951,,,,,"LINESTRING (-63.104369 46.280867, -63.104578 46.28116)"
1693634003,1693634460,0,157136950,residential,,,Norman Drive,False,True,194.33161293699598,,,,,"LINESTRING (-63.104369 46.280867, -63.102674 46.281396, -63.102594 46.281414, -63.102517 46.281425, -63.102287 46.281447, -63.102156 46.281467, -63.102022 46.281494)"
1693634066,1693633726,0,157136816,residential,,,MacRae Drive,False,False,305.7825678092405,,,,,"LINESTRING (-63.108467 46.277042, -63.107538 46.275697, -63.107143 46.275109, -63.106943 46.274815, -63.106835 46.274694, -63.106715 46.274576)"
1693634066,2100722552,0,157136816,residential,,,MacRae Drive,False,True,254.90671038751742,,,,,"LINESTRING (-63.108467 46.277042, -63.108759 46.277462, -63.108766 46.277472, -63.109901 46.279109)"
1693634066,1693633677,0,157136939,residential,,,Avonlea Drive,False,True,90.2859157498367,,,,,"LINESTRING (-63.108467 46.277042, -63.108391 46.277066, -63.107849 46.277244, -63.107546 46.277343, -63.107405 46.277389)"
1693634066,7932351835,0,850257436,residential,2,50,Ginger Avenue,False,True,381.1846426824875,,,,,"LINESTRING (-63.108467 46.277042, -63.108675 46.276949, -63.108862 46.276888, -63.109412 46.276712, -63.108782 46.275741, -63.108518 46.275253, -63.10833 46.274747, -63.108264 46.274589, -63.108173 46.274441, -63.108031 46.274314, -63.107919 46.274248)"
1693634092,11211491510,0,157136728,residential,,,Short Street,False,False,104.58859224201606,,,,,"LINESTRING (-63.105883 46.278636, -63.104655 46.279042)"
1693634092,1693633840,0,200085698,residential,,,Darrach Street,False,False,175.2458585311024,,,,,"LINESTRING (-63.105883 46.278636, -63.106847 46.280064)"
1693634092,1693633792,0,200085698,residential,,,Darrach Street,False,True,75.15943414924743,,,,,"LINESTRING (-63.105883 46.278636, -63.105469 46.278023)"
1693634109,318531537,0,157136928,residential,,,Princess Crescent,False,False,68.54563509342653,,,,,"LINESTRING (-63.118419 46.252961, -63.118588 46.252356)"
1693634125,1693633828,0,157136871,residential,,,MacArthur Drive,False,False,91.38091052439762,,,,,"LINESTRING (-63.11572 46.265677, -63.11579 46.265493, -63.11584 46.265322, -63.115973 46.264874)"
1693634125,1693634338,0,157136871,residential,,,MacArthur Drive,False,True,370.0660649447803,,,,,"LINESTRING (-63.11572 46.265677, -63.115626 46.265861, -63.115575 46.26596, -63.115505 46.266048, -63.115368 46.266221, -63.115339 46.266257, -63.115225 46.266359, -63.115108 46.266464, -63.11491 46.266642, -63.114738 46.266775, -63.11465 46.266822, -63.114561 46.26686, -63.114442 46.266874, -63.11431 46.266874, -63.114191 46.26685, -63.114099 46.266818, -63.11402 46.266766, -63.113956 46.266707, -63.113923 46.26664, -63.113898 46.266564, -63.113915 46.266477, -63.113946 46.266411, -63.114067 46.266243, -63.114095 46.26621, -63.114116 46.266091, -63.114085 46.266002, -63.114073 46.265967, -63.11394 46.26575, -63.113908 46.265697, -63.113869 46.265634, -63.113848 46.265534, -63.1139 46.265385)"
1693634125,1693634338,1,157136893,residential,,,Templar Avenue,False,False,143.6436865066754,,,,,"LINESTRING (-63.11572 46.265677, -63.114901 46.265546, -63.113932 46.26539, -63.1139 46.265385)"
1693634129,312399221,0,157136724,residential,,,Chappell Court,False,False,58.898961606530136,,,,,"LINESTRING (-63.10362 46.262976, -63.103805 46.26349)"
1693634134,1693633820,0,157136893,residential,,,Templar Avenue,False,True,80.9767937464903,,,,,"LINESTRING (-63.113537 46.263747, -63.11331 46.264458)"
1693634134,318528182,0,28967954,residential,,,Francis Lane,False,False,115.81023245367632,,,,,"LINESTRING (-63.113537 46.263747, -63.113486 46.263739, -63.112723 46.26362, -63.112205 46.263539, -63.112068 46.263518)"
1693634134,318528181,0,28967954,residential,,,Francis Lane,False,True,210.7255894508976,,,,,"LINESTRING (-63.113537 46.263747, -63.113756 46.263783, -63.114058 46.263832, -63.114364 46.263882, -63.114573 46.263917, -63.114636 46.263927, -63.116205 46.264184)"
1693634145,1693633632,0,157136791,residential,,,Cambridge Drive,False,False,274.8594931107198,,,,,"LINESTRING (-63.10254 46.272617, -63.105254 46.274227)"
1693634145,1693633699,0,157136791,residential,,,Cambridge Drive,False,True,82.61767026176697,,,,,"LINESTRING (-63.10254 46.272617, -63.101961 46.272291, -63.101789 46.272098)"
1693634145,1693633678,0,157136857,residential,,,Oakland Drive,False,False,346.98962045590395,,,,,"LINESTRING (-63.10254 46.272617, -63.103098 46.272224, -63.103259 46.272172, -63.103431 46.27215, -63.103581 46.27215, -63.103849 46.272232, -63.106076 46.27354)"
1693634215,1693634261,0,391257024,residential,,,Hemlock Drive,False,False,12.502561117415873,,,,,"LINESTRING (-63.114784 46.261136, -63.114624 46.261112)"
1693634215,1693633718,0,1392405935,residential,,,Hemlock Court,False,True,51.02492009695472,,,,,"LINESTRING (-63.114784 46.261136, -63.115428 46.261244)"
1693634215,1693633865,0,157136760,residential,,,Wedgewood Avenue,False,False,179.22570693706962,,,,,"LINESTRING (-63.114784 46.261136, -63.114801 46.261085, -63.114856 46.260927, -63.114934 46.260701, -63.114959 46.260631, -63.115018 46.260461, -63.115041 46.260394, -63.115047 46.260378, -63.115095 46.260239, -63.115123 46.260159, -63.11519 46.259964, -63.115319 46.259594, -63.115328 46.259568)"
1693634224,1693634341,0,157136927,residential,,,Bonnie Blink Drive,False,False,314.5519676743314,,,,,"LINESTRING (-63.104577 46.274917, -63.101612 46.273306, -63.101402 46.273192, -63.101359 46.273169)"
1693634224,1693633679,0,200085820,residential,,,Rilla Road,False,False,149.87657479441143,,,,,"LINESTRING (-63.104577 46.274917, -63.103358 46.275921, -63.103323 46.275949)"
1693634224,1693633632,0,200085820,residential,,,Rilla Road,False,True,93.95243495449418,,,,,"LINESTRING (-63.104577 46.274917, -63.105045 46.274532, -63.105179 46.274397, -63.105254 46.274227)"
1693634237,318531680,0,28968066,residential,,,St. Pius X Avenue,False,False,26.702773086033993,,,,,"LINESTRING (-63.117547 46.252229, -63.117205 46.252186)"
1693634237,318531537,0,28968066,residential,,,St. Pius X Avenue,False,True,81.312468658729,,,,,"LINESTRING (-63.117547 46.252229, -63.118588 46.252356)"
1693634237,1693633747,0,157136844,residential,,,Lloyd Crescent,False,True,66.22225376017536,,,,,"LINESTRING (-63.117547 46.252229, -63.117378 46.252813)"
1693634253,1693633824,0,390626848,residential,,,Woodward Drive,False,True,80.08353609698761,,,,,"LINESTRING (-63.116103 46.25522, -63.117122 46.25537)"
1693634253,1693633665,0,390626821,residential,,,Donwood Drive,False,True,330.4945103402374,,,,,"LINESTRING (-63.116103 46.25522, -63.116092 46.255259, -63.116036 46.255464, -63.115947 46.255792, -63.115855 46.256131, -63.115789 46.256374, -63.11573 46.256593, -63.115639 46.256927, -63.115587 46.257118, -63.115571 46.257179, -63.115483 46.257503, -63.115446 46.257637, -63.11545 46.257704, -63.115485 46.25777, -63.115548 46.257811, -63.115647 46.257844, -63.115983 46.257902)"
1693634253,311085712,0,390626848,residential,,,Woodward Drive,False,False,95.13237575386137,,,,,"LINESTRING (-63.116103 46.25522, -63.115368 46.255111, -63.115062 46.255066, -63.114893 46.255041)"
1693634258,1693633811,0,157136735,residential,,,Glenview Lane,False,False,80.99793861987553,,,,,"LINESTRING (-63.106628 46.2708, -63.107421 46.270321)"
1693634258,312757248,0,157136785,residential,,,Westcomb Crescent,False,False,362.7909427678005,,,,,"LINESTRING (-63.106628 46.2708, -63.106188 46.270518, -63.106006 46.270326, -63.105876 46.270136, -63.105834 46.269881, -63.105876 46.269668, -63.105941 46.269458, -63.106866 46.26786)"
1693634258,1693633647,0,157136785,residential,,,Westcomb Crescent,False,True,528.3050805794151,,,,,"LINESTRING (-63.106628 46.2708, -63.107121 46.271203, -63.107979 46.271849, -63.108237 46.271905, -63.108398 46.271915, -63.108655 46.271849, -63.109352 46.271493, -63.110414 46.270706, -63.110565 46.270481, -63.110554 46.270326, -63.110404 46.270214, -63.110093 46.270121, -63.109557 46.269992)"
1693634261,1693634215,0,391257024,residential,,,Hemlock Drive,False,True,12.502561117415873,,,,,"LINESTRING (-63.114624 46.261112, -63.114784 46.261136)"
1693634261,1693633770,0,157136961,residential,,,Wedgewood Avenue,False,True,182.5384482903562,,,,,"LINESTRING (-63.114624 46.261112, -63.114508 46.261482, -63.114442 46.261696, -63.114378 46.261892, -63.114122 46.262717)"
1693634261,1693634429,0,391257024,residential,,,Hemlock Drive,False,False,131.18258661539195,,,,,"LINESTRING (-63.114624 46.261112, -63.114176 46.26104, -63.113913 46.260997, -63.113722 46.260966, -63.11309 46.260864, -63.112963 46.260843)"
1693634275,1693634275,0,"[157136733, 157136711]",residential,,,Greensview Drive,False,False,85.9429879335502,,,,,"LINESTRING (-63.105097 46.261788, -63.104844 46.261836, -63.104788 46.261866, -63.104763 46.261938, -63.104793 46.261989, -63.104844 46.262036, -63.104921 46.262036, -63.104992 46.262017, -63.10504 46.261986, -63.105052 46.261923, -63.105052 46.261876, -63.105071 46.261828, -63.105097 46.261788)"
1693634275,1693634275,1,"[157136733, 157136711]",residential,,,Greensview Drive,False,True,85.9429879335502,,,,,"LINESTRING (-63.105097 46.261788, -63.105071 46.261828, -63.105052 46.261876, -63.105052 46.261923, -63.10504 46.261986, -63.104992 46.262017, -63.104921 46.262036, -63.104844 46.262036, -63.104793 46.261989, -63.104763 46.261938, -63.104788 46.261866, -63.104844 46.261836, -63.105097 46.261788)"
1693634275,1693633648,0,157136711,residential,,,Greensview Drive,False,True,300.45567373293477,,,,,"LINESTRING (-63.105097 46.261788, -63.105184 46.261773, -63.10559 46.261701, -63.107509 46.261363, -63.108282 46.261229, -63.108881 46.261114)"
1693634305,1693633677,0,157136939,residential,,,Avonlea Drive,False,False,57.491227899032786,,,,,"LINESTRING (-63.106729 46.277611, -63.107405 46.277389)"
1693634305,1693633792,0,157136939,residential,,,Avonlea Drive,False,True,107.19173466122754,,,,,"LINESTRING (-63.106729 46.277611, -63.105469 46.278023)"
1693634305,1693633840,0,157136898,residential,,,Croker Street,False,False,405.1979111939789,,,,,"LINESTRING (-63.106729 46.277611, -63.107561 46.27876, -63.107679 46.278846, -63.107829 46.278898, -63.108194 46.27895, -63.108366 46.279024, -63.108452 46.279113, -63.108495 46.279254, -63.108462 46.279403, -63.108312 46.279573, -63.10814 46.279642, -63.106847 46.280064)"
1693634310,2099122691,0,28326130,residential,,,Hawthorne Avenue,False,False,112.31998566078023,,,,,"LINESTRING (-63.121629 46.246816, -63.120188 46.246651)"
1693634310,2316108986,0,28326130,residential,,,Hawthorne Avenue,False,True,120.75192758155983,,,,,"LINESTRING (-63.121629 46.246816, -63.123179 46.246992)"
1693634310,1693634333,0,157136754,residential,,,First Street,False,False,72.17623164646108,,,,,"LINESTRING (-63.121629 46.246816, -63.12182 46.24618)"
1693634310,1693633848,0,157136754,residential,,,First Street,False,True,94.19494040728493,,,,,"LINESTRING (-63.121629 46.246816, -63.121381 46.247645)"
1693634333,1693634310,0,157136754,residential,,,First Street,False,True,72.17623164646108,,,,,"LINESTRING (-63.12182 46.24618, -63.121629 46.246816)"
1693634338,1693634125,0,157136871,residential,,,MacArthur Drive,False,False,370.0660649447803,,,,,"LINESTRING (-63.1139 46.265385, -63.113848 46.265534, -63.113869 46.265634, -63.113908 46.265697, -63.11394 46.26575, -63.114073 46.265967, -63.114085 46.266002, -63.114116 46.266091, -63.114095 46.26621, -63.114067 46.266243, -63.113946 46.266411, -63.113915 46.266477, -63.113898 46.266564, -63.113923 46.26664, -63.113956 46.266707, -63.11402 46.266766, -63.114099 46.266818, -63.114191 46.26685, -63.11431 46.266874, -63.114442 46.266874, -63.114561 46.26686, -63.11465 46.266822, -63.114738 46.266775, -63.11491 46.266642, -63.115108 46.266464, -63.115225 46.266359, -63.115339 46.266257, -63.115368 46.266221, -63.115505 46.266048, -63.115575 46.26596, -63.115626 46.265861, -63.11572 46.265677)"
1693634338,1693634125,1,157136893,residential,,,Templar Avenue,False,True,143.6436865066754,,,,,"LINESTRING (-63.1139 46.265385, -63.113932 46.26539, -63.114901 46.265546, -63.11572 46.265677)"
